CustomerID,Segment,RFM_Score,R_Score,F_Score,M_Score,DaysSinceLastPurchase,TotalTransactions,TotalSpent,AverageOrderValue,FirstPurchaseDate,LastPurchaseDate,PrimaryCountry
16029,Loyal Customers,355,3,5,5,38.09930555555555,63,80850.84000000001,1283.3466666666668,2010-12-01T09:57:00Z,2011-11-01T10:27:00Z,United Kingdom
12744,Loyal Customers,355,3,5,5,51.06388888888889,7,21279.289999999994,3039.8985714285704,2011-01-25T13:26:00Z,2011-10-19T11:18:00Z,Singapore
12678,Loyal Customers,355,3,5,5,41.99027777777778,12,17628.460000000003,1469.0383333333336,2010-12-21T11:00:00Z,2011-10-28T13:04:00Z,France
12939,Loyal Customers,355,3,5,5,63.928472222222226,8,11581.8,1447.725,2011-01-09T11:20:00Z,2011-10-06T14:33:00Z,United Kingdom
17107,Loyal Customers,355,3,5,5,32.172916666666666,6,10797.479999999994,1799.579999999999,2011-03-06T15:17:00Z,2011-11-07T08:41:00Z,United Kingdom
13340,Loyal Customers,355,3,5,5,44.982638888888886,7,10736.47999999999,1533.7828571428558,2011-03-08T11:39:00Z,2011-10-25T13:15:00Z,United Kingdom
16843,Loyal Customers,355,3,5,5,42.15555555555556,16,10196.570000000009,637.2856250000004,2011-01-16T16:10:00Z,2011-10-28T09:06:00Z,United Kingdom
14952,Loyal Customers,355,3,5,5,45.958333333333336,11,8099.489999999998,736.3172727272726,2010-12-08T11:33:00Z,2011-10-24T13:50:00Z,United Kingdom
17396,Loyal Customers,355,3,5,5,38.94305555555555,8,7330.800000000001,916.35,2010-12-03T09:45:00Z,2011-10-31T14:12:00Z,United Kingdom
16729,Loyal Customers,355,3,5,5,35.735416666666666,21,7205.329999999985,343.1109523809517,2011-04-12T14:22:00Z,2011-11-03T19:11:00Z,United Kingdom
13324,Loyal Customers,355,3,5,5,31.874305555555555,10,7121.949999999994,712.1949999999995,2010-12-14T09:50:00Z,2011-11-07T15:51:00Z,United Kingdom
16187,Loyal Customers,355,3,5,5,31.125,15,6911.439999999999,460.7626666666666,2011-02-28T13:34:00Z,2011-11-08T09:50:00Z,United Kingdom
12830,Loyal Customers,355,3,5,5,37.03888888888889,6,6814.640000000001,1135.7733333333335,2011-06-21T10:53:00Z,2011-11-02T11:54:00Z,United Kingdom
16652,Loyal Customers,355,3,5,5,53.046527777777776,7,6773.970000000001,967.71000000000015,2011-03-11T13:13:00Z,2011-10-17T11:43:00Z,United Kingdom
15249,Loyal Customers,355,3,5,5,31.04513888888889,13,6688.460000000006,514.4969230769236,2011-03-28T12:49:00Z,2011-11-08T11:45:00Z,United Kingdom
12431,Loyal Customers,355,3,5,5,35.03819444444444,15,6419.949999999999,427.9966666666666,2010-12-01T10:03:00Z,2011-11-04T11:55:00Z,Australia
17509,Loyal Customers,355,3,5,5,57.02361111111111,8,6083.64,760.455,2011-10-07T13:14:00Z,2011-10-13T12:16:00Z,United Kingdom
