CustomerID,Segment,RFM_Score,R_Score,F_Score,M_Score,DaysSinceLastPurchase,TotalTransactions,TotalSpent,AverageOrderValue,FirstPurchaseDate,LastPurchaseDate,PrimaryCountry
13805,Potential Loyalists,323,3,2,3,51.916666666666664,2,924.6,462.2999999999999,2011-08-02T15:29:00Z,2011-10-18T14:50:00Z,United Kingdom
15654,Potential Loyalists,533,5,3,3,8.9875,2,922.5300000000002,461.2650000000001,2011-11-13T15:15:00Z,2011-11-30T13:08:00Z,United Kingdom
13035,Potential Loyalists,323,3,2,3,57.01875,2,921.8800000000002,460.9400000000001,2011-03-24T09:21:00Z,2011-10-13T12:23:00Z,United Kingdom
17018,Potential Loyalists,333,3,3,3,40.047222222222224,2,920.0999999999998,460.0499999999999,2011-01-18T08:46:00Z,2011-10-30T11:42:00Z,United Kingdom
13549,Potential Loyalists,453,4,5,3,25.145833333333332,7,918.1999999999998,131.17142857142855,2011-04-11T13:42:00Z,2011-11-14T09:20:00Z,United Kingdom
14712,Potential Loyalists,433,4,3,3,28.99375,3,917.07,305.69,2011-08-19T13:33:00Z,2011-11-10T12:59:00Z,United Kingdom
17236,Potential Loyalists,453,4,5,3,12.03472222222222,6,916.1300000000002,152.68833333333336,2010-12-12T11:49:00Z,2011-11-27T12:00:00Z,United Kingdom
14359,Potential Loyalists,433,4,3,3,18.98125,3,912.1800000000002,304.06000000000006,2011-09-13T09:03:00Z,2011-11-20T13:17:00Z,United Kingdom
14289,Potential Loyalists,553,5,5,3,8.045833333333333,6,911.26,151.87666666666664,2011-02-23T12:33:00Z,2011-12-01T11:44:00Z,United Kingdom
13782,Potential Loyalists,453,4,5,3,12.03888888888889,6,908.8599999999992,151.47666666666657,2011-01-16T11:08:00Z,2011-11-27T11:54:00Z,United Kingdom
17323,Potential Loyalists,453,4,5,3,14.80625,7,906.5200000000006,129.5028571428572,2011-02-20T14:38:00Z,2011-11-24T17:29:00Z,United Kingdom
12940,Potential Loyalists,323,3,2,3,45.94861111111111,2,899.69,449.845,2011-09-13T10:16:00Z,2011-10-24T14:04:00Z,United Kingdom
15211,Potential Loyalists,333,3,3,3,59.97152777777778,2,894.41,447.205,2010-12-09T16:08:00Z,2011-10-10T13:31:00Z,United Kingdom
14240,Potential Loyalists,433,4,3,3,29.961805555555557,2,890.3400000000005,445.17000000000024,2011-04-28T11:40:00Z,2011-11-09T13:45:00Z,United Kingdom
17007,Potential Loyalists,353,3,5,3,50.08541666666667,6,889.9300000000001,148.3216666666667,2010-12-17T13:57:00Z,2011-10-20T10:47:00Z,United Kingdom
17537,Potential Loyalists,433,4,3,3,29.079166666666666,2,887.6700000000003,443.83500000000015,2011-02-09T13:37:00Z,2011-11-10T10:56:00Z,United Kingdom
15822,Potential Loyalists,533,5,3,3,2.9166666666666665,2,885.4699999999999,442.735,2010-12-15T13:38:00Z,2011-12-06T14:50:00Z,United Kingdom
18236,Potential Loyalists,453,4,5,3,29.197222222222223,6,882.24,147.04,2011-04-13T09:52:00Z,2011-11-10T08:06:00Z,United Kingdom
17109,Potential Loyalists,453,4,5,3,28.827083333333334,6,881.29,146.88166666666666,2011-04-21T15:46:00Z,2011-11-10T16:59:00Z,United Kingdom
17566,Potential Loyalists,533,5,3,3,7.705555555555556,2,869.7700000000004,434.8850000000002,2011-11-14T13:42:00Z,2011-12-01T19:54:00Z,United Kingdom
12694,Potential Loyalists,323,3,2,3,69.9888888888889,2,869.6699999999998,434.8349999999999,2011-06-09T17:48:00Z,2011-09-30T13:06:00Z,France
14912,Potential Loyalists,433,4,3,3,16.014583333333334,2,867.8499999999998,433.9249999999999,2011-04-07T11:06:00Z,2011-11-23T12:29:00Z,Italy
