CustomerID,Segment,RFM_Score,R_Score,F_Score,M_Score,DaysSinceLastPurchase,TotalTransactions,TotalSpent,AverageOrderValue,FirstPurchaseDate,LastPurchaseDate,PrimaryCountry
15721,New Customers,422,4,2,2,11.025,1,471.3999999999999,471.3999999999999,2011-11-28T12:14:00Z,2011-11-28T12:14:00Z,United Kingdom
13066,New Customers,422,4,2,2,23.965972222222224,2,470.80000000000007,235.40000000000003,2011-11-07T17:06:00Z,2011-11-15T13:39:00Z,United Kingdom
15557,New Customers,412,4,1,2,28.002777777777776,1,468.91,468.91,2011-11-11T12:46:00Z,2011-11-11T12:46:00Z,United Kingdom
13579,New Customers,422,4,2,2,14.172916666666667,2,467.04,233.52,2010-12-05T16:10:00Z,2011-11-25T08:41:00Z,United Kingdom
16504,New Customers,422,4,2,2,24.897222222222226,1,465.87999999999977,465.87999999999977,2011-11-14T15:18:00Z,2011-11-14T15:18:00Z,United Kingdom
15471,New Customers,512,5,1,2,1.9430555555555555,1,454.47999999999985,454.47999999999985,2011-12-07T14:12:00Z,2011-12-07T14:12:00Z,United Kingdom
15368,New Customers,412,4,1,2,20.92222222222222,1,446.94000000000005,446.94000000000005,2011-11-18T14:42:00Z,2011-11-18T14:42:00Z,United Kingdom
18006,New Customers,422,4,2,2,22.83194444444445,1,444.68,444.68,2011-11-16T16:52:00Z,2011-11-16T16:52:00Z,United Kingdom
15524,New Customers,412,4,1,2,24.028472222222224,1,440,440,2011-11-15T12:09:00Z,2011-11-15T12:09:00Z,United Kingdom
12391,New Customers,412,4,1,2,21.02986111111111,1,439.66,439.66,2011-11-18T12:07:00Z,2011-11-18T12:07:00Z,Cyprus
16025,New Customers,422,4,2,2,29.04513888888889,1,439.66,439.66,2011-11-10T11:45:00Z,2011-11-10T11:45:00Z,United Kingdom
14093,New Customers,412,4,1,2,11.849305555555556,1,433.86,433.86,2011-11-27T16:27:00Z,2011-11-27T16:27:00Z,United Kingdom
12452,New Customers,422,4,2,2,16.09861111111111,2,430.5700000000001,215.28500000000005,2011-11-23T08:05:00Z,2011-11-23T10:28:00Z,Switzerland
12795,New Customers,412,4,1,2,18.099305555555556,1,430.4800000000001,430.4800000000001,2011-11-21T10:27:00Z,2011-11-21T10:27:00Z,Portugal
15450,New Customers,412,4,1,2,29.81875,1,429.84,429.84,2011-11-09T17:11:00Z,2011-11-09T17:11:00Z,United Kingdom
15957,New Customers,422,4,2,2,31.025,1,428.88999999999993,428.88999999999993,2011-11-08T12:14:00Z,2011-11-08T12:14:00Z,United Kingdom
15725,New Customers,422,4,2,2,14.915972222222225,1,415.2500000000001,415.2500000000001,2011-11-24T14:51:00Z,2011-11-24T14:51:00Z,United Kingdom
15269,New Customers,412,4,1,2,23.1375,1,408.8,408.8,2011-11-16T09:32:00Z,2011-11-16T09:32:00Z,United Kingdom
18164,New Customers,422,4,2,2,30.792361111111113,1,399.65,399.65,2011-11-02T12:56:00Z,2011-11-08T17:49:00Z,United Kingdom
17052,New Customers,422,4,2,2,27.916666666666668,1,399.09,399.09,2011-11-11T14:50:00Z,2011-11-11T14:50:00Z,United Kingdom
13352,New Customers,512,5,1,2,7.036111111111111,1,397.9800000000001,397.9800000000001,2011-10-10T13:55:00Z,2011-12-02T11:58:00Z,United Kingdom
12508,New Customers,422,4,2,2,25.884027777777774,2,397.88000000000005,198.94000000000003,2011-11-10T16:27:00Z,2011-11-13T15:37:00Z,France
16207,New Customers,422,4,2,2,24.957638888888887,1,394.38,394.38,2011-11-14T13:51:00Z,2011-11-14T13:51:00Z,United Kingdom
13673,New Customers,422,4,2,2,18.027083333333337,2,387.43999999999994,193.71999999999997,2011-11-07T15:40:00Z,2011-11-21T12:11:00Z,United Kingdom
16204,New Customers,422,4,2,2,22.96527777777778,1,384.18000000000006,384.18000000000006,2011-11-16T13:40:00Z,2011-11-16T13:40:00Z,United Kingdom
13817,New Customers,422,4,2,2,28.792361111111113,2,382.9799999999999,191.48999999999995,2010-12-23T11:46:00Z,2011-11-10T17:49:00Z,Germany
13589,New Customers,422,4,2,2,14.02777777777778,2,379.65,189.825,2011-06-13T12:44:00Z,2011-11-25T12:10:00Z,United Kingdom
12890,New Customers,412,4,1,2,23.808333333333337,1,376.7199999999999,376.7199999999999,2011-11-15T17:26:00Z,2011-11-15T17:26:00Z,United Kingdom
12544,New Customers,412,4,1,2,29.068055555555556,1,372.7,372.7,2011-11-03T16:15:00Z,2011-11-10T11:12:00Z,Spain
12981,New Customers,422,4,2,2,29.03472222222222,2,372.22,186.11,2011-07-29T14:14:00Z,2011-11-10T12:00:00Z,United Kingdom
14950,New Customers,512,5,1,2,8.130555555555556,1,371.2,371.2,2011-11-20T13:48:00Z,2011-12-01T09:42:00Z,United Kingdom
18181,New Customers,422,4,2,2,23.904166666666665,1,366.84999999999985,366.84999999999985,2011-11-15T15:08:00Z,2011-11-15T15:08:00Z,United Kingdom
12538,New Customers,412,4,1,2,28.815277777777776,1,363.95,363.95,2011-11-10T17:16:00Z,2011-11-10T17:16:00Z,Spain
16903,New Customers,422,4,2,2,28.8875,1,363.2000000000001,363.2000000000001,2011-11-10T15:32:00Z,2011-11-10T15:32:00Z,United Kingdom
13844,New Customers,512,5,1,2,10.978472222222225,1,361.62,361.62,2011-11-28T13:21:00Z,2011-11-28T13:21:00Z,United Kingdom
13298,New Customers,512,5,1,2,0.9854166666666668,1,360,360,2011-12-08T13:11:00Z,2011-12-08T13:11:00Z,United Kingdom
14804,New Customers,512,5,1,2,8.0625,1,353.2699999999999,353.2699999999999,2011-12-01T11:20:00Z,2011-12-01T11:20:00Z,United Kingdom
12617,New Customers,412,4,1,2,28.924305555555556,1,352.9800000000002,352.9800000000002,2011-11-10T14:39:00Z,2011-11-10T14:39:00Z,France
13332,New Customers,412,4,1,2,13.97222222222222,1,350.9,350.9,2011-11-25T13:30:00Z,2011-11-25T13:30:00Z,United Kingdom
12532,New Customers,412,4,1,2,29.960416666666667,1,349.83,349.83,2011-11-09T13:47:00Z,2011-11-09T13:47:00Z,France
13790,New Customers,512,5,1,2,3.876388888888889,1,348.79999999999995,348.79999999999995,2011-12-05T15:48:00Z,2011-12-05T15:48:00Z,United Kingdom
16423,New Customers,422,4,2,2,24.145138888888887,1,346.12,346.12,2011-11-15T09:21:00Z,2011-11-15T09:21:00Z,United Kingdom
13091,New Customers,412,4,1,2,20.834722222222226,1,345.82,345.82,2011-11-11T15:54:00Z,2011-11-18T16:48:00Z,United Kingdom
15520,New Customers,512,5,1,2,1.0777777777777775,1,343.49999999999994,343.49999999999994,2011-12-08T10:58:00Z,2011-12-08T10:58:00Z,United Kingdom
15115,New Customers,412,4,1,2,17.910416666666666,1,340.11000000000007,340.11000000000007,2011-11-21T14:59:00Z,2011-11-21T14:59:00Z,United Kingdom
13569,New Customers,422,4,2,2,16.988194444444446,2,338.61999999999995,169.30999999999997,2010-12-07T12:29:00Z,2011-11-22T13:07:00Z,United Kingdom
15900,New Customers,422,4,2,2,23.021527777777777,1,337.28,337.28,2011-11-16T12:19:00Z,2011-11-16T12:19:00Z,United Kingdom
15619,New Customers,512,5,1,2,10.191666666666666,1,336.40000000000003,336.40000000000003,2011-11-29T08:14:00Z,2011-11-29T08:14:00Z,United Kingdom
18276,New Customers,422,4,2,2,20.825694444444444,1,335.8599999999999,335.8599999999999,2011-10-27T10:54:00Z,2011-11-18T17:01:00Z,United Kingdom
13727,New Customers,422,4,2,2,28.127777777777776,2,333.4800000000001,166.74000000000004,2011-11-06T12:16:00Z,2011-11-11T09:46:00Z,United Kingdom
14902,New Customers,412,4,1,2,20.820138888888888,1,332.66,332.66,2011-11-14T10:34:00Z,2011-11-18T17:09:00Z,United Kingdom
12953,New Customers,512,5,1,2,9.143055555555556,1,329.84999999999997,329.84999999999997,2011-11-30T09:24:00Z,2011-11-30T09:24:00Z,United Kingdom
15153,New Customers,412,4,1,2,30.820138888888888,1,329.25,329.25,2011-11-08T17:09:00Z,2011-11-08T17:09:00Z,United Kingdom
16366,New Customers,422,4,2,2,18.188194444444445,1,327.3,327.3,2011-11-21T08:19:00Z,2011-11-21T08:19:00Z,United Kingdom
12844,New Customers,422,4,2,2,28.971527777777776,2,325.9599999999999,162.97999999999996,2011-08-01T13:11:00Z,2011-11-10T13:31:00Z,United Kingdom
15597,New Customers,412,4,1,2,29.044444444444444,1,324.57,324.57,2011-11-04T13:26:00Z,2011-11-10T11:46:00Z,United Kingdom
14424,New Customers,412,4,1,2,17.043055555555554,1,322.08,322.08,2011-11-22T11:48:00Z,2011-11-22T11:48:00Z,United Kingdom
13986,New Customers,412,4,1,2,16.90972222222222,1,320.46000000000004,320.46000000000004,2011-11-22T15:00:00Z,2011-11-22T15:00:00Z,United Kingdom
14703,New Customers,412,4,1,2,14.14375,1,318.1699999999999,318.1699999999999,2011-11-25T09:23:00Z,2011-11-25T09:23:00Z,United Kingdom
17458,New Customers,422,4,2,2,14.99236111111111,1,316.49999999999994,316.49999999999994,2011-11-24T13:01:00Z,2011-11-24T13:01:00Z,United Kingdom
18117,New Customers,422,4,2,2,25.002083333333335,1,315.65,315.65,2011-11-14T12:47:00Z,2011-11-14T12:47:00Z,United Kingdom
12650,New Customers,512,5,1,2,2.844444444444445,1,314.44,314.44,2011-12-06T16:34:00Z,2011-12-06T16:34:00Z,France
