CustomerID,Segment,RFM_Score,R_Score,F_Score,M_Score,DaysSinceLastPurchase,TotalTransactions,TotalSpent,AverageOrderValue,FirstPurchaseDate,LastPurchaseDate,PrimaryCountry
14646,Champions,555,5,5,5,1.0263888888888888,73,280206.01999999984,3838.438630136984,2010-12-20T10:09:00Z,2011-12-08T12:12:00Z,Netherlands
18102,Champions,555,5,5,5,0.04166666666666666,60,259657.30000000005,4327.621666666668,2010-12-07T16:42:00Z,2011-12-09T11:50:00Z,United Kingdom
17450,Champions,555,5,5,5,7.972916666666666,46,194390.79000000007,4225.886739130437,2010-12-07T09:23:00Z,2011-12-01T13:29:00Z,United Kingdom
14911,Champions,555,5,5,5,0.8722222222222222,201,143711.16999999943,714.980945273629,2010-12-01T14:05:00Z,2011-12-08T15:54:00Z,EIRE
12415,Champions,455,4,5,5,23.93611111111111,21,124914.52999999977,5948.310952380941,2011-01-06T11:12:00Z,2011-11-15T14:22:00Z,Australia
14156,Champions,555,5,5,5,9.080555555555556,55,117210.0799999998,2131.09236363636,2010-12-02T17:08:00Z,2011-11-30T10:54:00Z,EIRE
17511,Champions,555,5,5,5,2.109722222222222,31,91062.37999999996,2937.4961290322567,2010-12-01T10:19:00Z,2011-12-07T10:12:00Z,United Kingdom
16684,Champions,555,5,5,5,3.9472222222222224,28,66653.56,2380.4842857142858,2010-12-16T17:34:00Z,2011-12-05T14:06:00Z,United Kingdom
14096,Champions,555,5,5,5,3.814583333333333,17,65164.78999999966,3833.2229411764506,2011-08-30T10:49:00Z,2011-12-05T17:17:00Z,United Kingdom
13694,Champions,555,5,5,5,3.1375,50,65039.620000000024,1300.7924000000005,2010-12-01T12:12:00Z,2011-12-06T09:32:00Z,United Kingdom
15311,Champions,555,5,5,5,0.03472222222222222,91,60632.75000000012,666.2939560439573,2010-12-01T09:41:00Z,2011-12-09T12:00:00Z,United Kingdom
13089,Champions,555,5,5,5,2.158333333333333,97,58762.08000000013,605.7946391752591,2010-12-05T10:27:00Z,2011-12-07T09:02:00Z,United Kingdom
17949,Champions,555,5,5,5,0.7527777777777778,45,58510.48,1300.232888888889,2010-12-03T13:12:00Z,2011-12-08T18:46:00Z,United Kingdom
15769,Champions,555,5,5,5,6.956944444444445,26,56252.72000000001,2163.566153846154,2010-12-03T15:16:00Z,2011-12-02T13:52:00Z,United Kingdom
15061,Champions,555,5,5,5,3.030555555555555,48,54534.140000000014,1136.127916666667,2010-12-02T15:19:00Z,2011-12-06T12:06:00Z,United Kingdom
14298,Champions,555,5,5,5,2.906944444444445,44,51527.299999999974,1171.0749999999994,2010-12-14T12:59:00Z,2011-12-06T15:04:00Z,United Kingdom
14088,Champions,555,5,5,5,9.856944444444444,13,50491.81,3883.9853846153846,2011-01-21T13:07:00Z,2011-11-29T16:16:00Z,United Kingdom
12931,Champions,455,4,5,5,21.007638888888888,15,42055.95999999999,2803.730666666666,2010-12-17T09:45:00Z,2011-11-18T12:39:00Z,United Kingdom
17841,Champions,555,5,5,5,1.0298611111111111,124,40519.8400000001,326.7729032258072,2010-12-01T14:30:00Z,2011-12-08T12:07:00Z,United Kingdom
13798,Champions,555,5,5,5,0.8743055555555556,57,37153.84999999998,651.821929824561,2010-12-02T17:24:00Z,2011-12-08T15:51:00Z,United Kingdom
16013,Champions,555,5,5,5,3.093055555555555,47,37130.6,790.0127659574467,2010-12-03T13:09:00Z,2011-12-06T10:36:00Z,United Kingdom
16422,Champions,455,4,5,5,16.95138888888889,51,34684.400000000016,680.0862745098042,2010-12-05T15:35:00Z,2011-11-22T14:00:00Z,United Kingdom
15838,Champions,555,5,5,5,10.95138888888889,19,33643.08,1770.6884210526316,2010-12-02T14:23:00Z,2011-11-28T14:00:00Z,United Kingdom
12748,Champions,555,5,5,5,0.02083333333333333,210,33053.190000000366,157.3961428571446,2010-12-01T12:48:00Z,2011-12-09T12:20:00Z,United Kingdom
17404,Champions,555,5,5,5,3.85,15,31906.819999999992,2127.121333333333,2010-12-14T13:27:00Z,2011-12-05T16:26:00Z,Sweden
17389,Champions,555,5,5,5,0.13333333333333333,34,31833.680000000015,936.2847058823534,2011-01-04T17:12:00Z,2011-12-09T09:38:00Z,United Kingdom
13098,Champions,555,5,5,5,0.9416666666666668,28,28882.440000000013,1031.5157142857147,2011-01-26T13:46:00Z,2011-12-08T14:14:00Z,United Kingdom
14680,Champions,455,4,5,5,24.827083333333334,16,28754.11,1797.131875,2010-12-03T12:05:00Z,2011-11-14T16:59:00Z,United Kingdom
